epoch;accuracy;loss;val_accuracy;val_loss
0;0.5945945978164673;1.0714967250823975;0.6111111044883728;0.9886540174484253
1;0.6081081032752991;0.9743738770484924;0.6111111044883728;0.9088569283485413
2;0.6081081032752991;0.9335126876831055;0.6111111044883728;0.9052469730377197
3;0.6081081032752991;0.9319182634353638;0.6111111044883728;0.9203932285308838
4;0.6081081032752991;0.9249019026756287;0.6111111044883728;0.9217202067375183
5;0.6081081032752991;0.9194037914276123;0.6111111044883728;0.9259817600250244
6;0.6081081032752991;0.9108714461326599;0.6111111044883728;0.9321295619010925
7;0.6081081032752991;0.9126209616661072;0.6111111044883728;0.9420831203460693
0;0.6081081032752991;1.0762935876846313;0.6111111044883728;0.9918880462646484
1;0.6081081032752991;0.9645929932594299;0.6111111044883728;0.930465817451477
2;0.6081081032752991;0.9321429133415222;0.6111111044883728;0.9315707683563232
3;0.6081081032752991;0.9390094876289368;0.6111111044883728;0.9329445958137512
4;0.6081081032752991;0.9117774963378906;0.6111111044883728;0.9408032298088074
5;0.6081081032752991;0.8964653015136719;0.6111111044883728;0.9593249559402466
6;0.6081081032752991;0.9109413623809814;0.6111111044883728;0.9573181867599487
0;0.5945945978164673;1.072654128074646;0.6111111044883728;0.9755885601043701
1;0.6081081032752991;0.9932705760002136;0.6111111044883728;0.9120658040046692
2;0.6081081032752991;0.9357929825782776;0.6111111044883728;0.9139711856842041
3;0.6081081032752991;0.9460008144378662;0.6111111044883728;0.9268936514854431
4;0.6081081032752991;0.9230743646621704;0.6111111044883728;0.9459753036499023
5;0.6081081032752991;0.919965922832489;0.6111111044883728;0.9354448318481445
6;0.6081081032752991;0.9122072458267212;0.6111111044883728;0.9440901279449463
0;0.6081081032752991;1.0615260601043701;0.6111111044883728;0.9498764872550964
1;0.6081081032752991;0.9637832641601562;0.6111111044883728;0.9366339445114136
2;0.6081081032752991;0.9525728225708008;0.6111111044883728;0.9188694357872009
3;0.6081081032752991;0.9184213876724243;0.6111111044883728;0.9282095432281494
4;0.6081081032752991;0.9098243713378906;0.6111111044883728;0.9459410905838013
5;0.6081081032752991;0.9113156199455261;0.6111111044883728;0.9500088095664978
6;0.6081081032752991;0.9047574996948242;0.6111111044883728;0.9601393938064575
7;0.6081081032752991;0.8999996781349182;0.6111111044883728;0.967290461063385
